Marker	chr	pos	uniqpos	chrom	Genome
A17074_7B_100	7B.1	283.087	9039.034	7B	B
A16715_7B_70	7B.1	283.876	9039.823	7B	B
A8640_7B_70	7B.1	285.764	9041.711	7B	B
A12306_7B_70	7B.1	287.234	9043.181	7B	B
A16535_7B_100	7B.1	289.407	9045.354	7B	B
A16195_3B_7B_70	7B.1	290.466	9046.413	7B	B
A9257_7B_70	7B.1	293.666	9049.613	7B	B
A18914_2B_7B_70	7B.1	295.138	9051.085	7B	B
A10824_7B_70	7B.1	295.792	9051.739	7B	B
A754_7B_70	7B.1	296.85	9052.797	7B	B
A605_7B_7D_70	7B.1	298.458	9054.405	7B	B
A562_7B_100	7B.1	300.065	9056.012	7B	B
A24080_unk_100	7B.1	300.853	9056.8	7B	B
A19243_2B_7B_100	7B.1	302.323	9058.27	7B	B
A9720_7B_100	7B.1	303.792	9059.739	7B	B
A8170_7B_100	7B.1	305.54	9061.487	7B	B
A7786_7B_70	7B.1	307.149	9063.096	7B	B
A9675_7B_70	7B.1	309.038	9064.985	7B	B
A29304_7B_7D_100	7B.1	311.211	9067.158	7B	B
A18746_7B_100	7B.1	311.999	9067.946	7B	B
A11191_7B_100	7B.1	312.389	9068.336	7B	B
A20787_7B_100	7B.1	312.911	9068.858	7B	B
A13697_7B_100	7B.1	313.566	9069.513	7B	B
A12190_7B_100	7B.1	315.035	9070.982	7B	B
A14354_7B_100	7B.1	322.564	9078.511	7B	B
A19754_7B_70	7B.1	327.013	9082.96	7B	B
A20055_7B_100	7B.1	327.801	9083.748	7B	B
A19292_7B_100	7B.1	329.974	9085.921	7B	B
A18968_7B_70	7B.1	330.496	9086.443	7B	B
A12722_7B_100	7B.1	332.526	9088.473	7B	B
A17853_7B_100	7B.1	333.448	9089.395	7B	B
A11549_6A_7B_100	7B.1	334.236	9090.183	7B	B
A7728_7B_100	7B.1	335.294	9091.241	7B	B
A15883_7B_100	7B.1	336.352	9092.299	7B	B
A15509_7B_70	7B.1	337.275	9093.222	7B	B
A3850_unk_70	7B.1	338.333	9094.28	7B	B
A15510_unk_70	7B.1	338.723	9094.67	7B	B
A12357_7B_70	7B.1	339.781	9095.728	7B	B
A11548_unk_100	7B.1	340.703	9096.65	7B	B
A12734_7A_7B_100	7B.1	341.225	9097.172	7B	B
A4583_7B_100	7B.1	342.149	9098.096	7B	B
A10861_7B_100	7B.1	342.671	9098.618	7B	B
A26407_unk_100	7B.1	345.871	9101.818	7B	B
A11910_7B_100	7B.1	347.065	9103.012	7B	B
A11535_7B_70	7B.1	347.324	9103.271	7B	B
A25403_7B_70	7B.1	347.714	9103.661	7B	B
A27879_7B_100	7B.1	348.369	9104.316	7B	B
A27579_7B_70	7B.1	348.498	9104.445	7B	B
A26021_7B_7D_70	7B.1	349.152	9105.099	7B	B
A25844_7B_100	7B.1	349.543	9105.49	7B	B
A19514_7B_100	7B.1	353.046	9108.993	7B	B
A19198_7B_70	7B.1	353.305	9109.252	7B	B
A28964_7B_70	7B.1	354.774	9110.721	7B	B
A29193_7B_100	7B.1	355.033	9110.98	7B	B
A10333_7B_70	7B.1	357.787	9113.734	7B	B
A10782_7B_100	7B.1	357.916	9113.863	7B	B
A24961_7B_100	7B.1	361.117	9117.064	7B	B
A4729_7B_70	7B.1	364.773	9120.72	7B	B
A29262_7B_70	7B.1	365.695	9121.642	7B	B
A10145_7B_100	7B.1	367.443	9123.39	7B	B
A9682_7B_70	7B.1	367.965	9123.912	7B	B
A17474_7B_70	7B.1	369.998	9125.945	7B	B
A9365_7B_70	7B.1	373.654	9129.601	7B	B
A9843_7B_100	7B.1	375.402	9131.349	7B	B
A18165_7B_100	7B.1	380.988	9136.935	7B	B
A2657_7B_70	7B.1	394.399	9150.346	7B	B
A2587_7B_100	7B.1	400.515	9156.462	7B	B
A20478_7B_100	7B.1	420.406	9176.353	7B	B
A13029_7B_70	7B.2	0	9201.353	7B	B
A21280_7B_100	7B.2	15.143	9216.496	7B	B
A12205_7D_100	7D.1	0	9266.496	7D	D
A19035_7D_70	7D.1	28.321	9294.817	7D	D
A19351_7D_100	7D.1	37.998	9304.494	7D	D
A21030_7D_100	7D.1	50.437	9316.933	7D	D
A15892_7D_100	7D.1	68.01	9334.506	7D	D
A15521_7D_70	7D.1	79.934	9346.43	7D	D
A12724_3D_7D_70	7D.1	102.662	9369.158	7D	D
A13070_7D_100	7D.1	118.253	9384.749	7D	D
A25401_2D_7D_100	7D.1	125.422	9391.918	7D	D
A9431_4D_7D_100	7D.1	138.391	9404.887	7D	D
A13580_unk_100	7D.1	157.142	9423.638	7D	D
A13229_7D_70	7D.1	162.074	9428.57	7D	D
A13579_7D_100	7D.1	163.405	9429.901	7D	D
A19727_7D_100	7D.1	172.254	9438.75	7D	D
A19414_7D_70	7D.1	178.54	9445.036	7D	D
A14175_7D_70	7D.1	214.976	9481.472	7D	D
A16223_7D_100	7D.1	237.701	9504.197	7D	D
A14568_7D_100	7D.1	247.177	9513.673	7D	D
A20334_7A_7D_100	7D.1	267.697	9534.193	7D	D
A8266_5D_7D_70	7D.2	0	9559.193	7D	D
A8719_7D_100	7D.2	14.941	9574.134	7D	D
A21224_7D_70	7D.2	50.984	9610.177	7D	D
A9159_7D_70	7D.2	69.176	9628.369	7D	D
A9620_7D_100	7D.2	77.703	9636.896	7D	D
A1014_7D_70	7D.3	0	9661.896	7D	D
A10618_unk_70	7D.3	8.935	9670.831	7D	D
A2235_7D_70	7D.3	14.552	9676.448	7D	D
A17378_7D_70	7D.3	21.733	9683.629	7D	D
A17766_7D_100	7D.3	30.053	9691.949	7D	D
A943_7D_100	7D.3	33.254	9695.15	7D	D
A14061_4A_7D_100	7D.3	37.875	9699.771	7D	D
A3485_6D_7D_100	7D.3	41.083	9702.979	7D	D
A22193_unk_100	7D.3	46.337	9708.233	7D	D
A19480_7D_100	7D.3	50.306	9712.202	7D	D
A24599_7D_100	7D.3	51.094	9712.99	7D	D
A3068_7D_100	7D.3	53.566	9715.462	7D	D
A107_7D_100	7D.3	57.228	9719.124	7D	D
A109_7D_70	7D.3	60.439	9722.335	7D	D
A24132_4A_70	7D.3	65.223	9727.119	7D	D
A24514_4A_100	7D.3	69.213	9731.109	7D	D
A28005_7D_100	7D.3	72.428	9734.324	7D	D
A20635_7D_100	7D.3	73.216	9735.112	7D	D
A23966_7D_100	7D.3	74.547	9736.443	7D	D
A24774_7D_100	7D.3	75.471	9737.367	7D	D
A28004_unk_100	7D.3	77.788	9739.684	7D	D
A7491_7D_100	7D.3	79.537	9741.433	7D	D
A7121_7D_70	7D.3	82.297	9744.193	7D	D
A27713_7D_70	7D.3	84.473	9746.369	7D	D
A27712_unk_70	7D.3	85.806	9747.702	7D	D
A20344_7D_70	7D.3	86.728	9748.624	7D	D
A24403_7A_7D_70	7D.3	88.059	9749.955	7D	D
A23603_7D_70	7D.3	89.95	9751.846	7D	D
A20900_unk_70	7D.3	92.27	9754.166	7D	D
A19163_7D_70	7D.3	95.626	9757.522	7D	D
A24235_7D_70	7D.3	97.951	9759.847	7D	D
A8987_7D_100	7D.3	110.756	9772.652	7D	D
A8509_7D_70	7D.3	115.877	9777.773	7D	D
A18645_unk_70	UNK.1	0	9827.773	UN	N
A18835_unk_100	UNK.1	31.829	9859.602	UN	N
A6832_unk_100	UNK.1	35.34	9863.113	UN	N
A1900_unk_100	UNK.1	38.25	9866.023	UN	N
A13694_unk_100	UNK.1	41.913	9869.686	UN	N
A25682_3B_100	UNK.1	45.429	9873.202	UN	N
A422_unk_100	UNK.1	49.395	9877.168	UN	N
A448_unk_70	UNK.1	52.301	9880.074	UN	N
A26440_unk_70	UNK.1	57.225	9884.998	UN	N
A9191_4D_70	UNK.1	62.479	9890.252	UN	N
A9650_unk_100	UNK.1	66.148	9893.921	UN	N
A27777_unk_100	UNK.1	69.502	9897.275	UN	N
A27973_unk_100	UNK.1	73.789	9901.562	UN	N
A15640_unk_100	UNK.1	75.399	9903.172	UN	N
A23517_unk_100	UNK.1	76.73	9904.503	UN	N
A2422_3B_100	UNK.1	78.479	9906.252	UN	N
A7710_unk_70	UNK.1	93.975	9921.748	UN	N
A19724_unk_70	UNK.1	104.451	9932.224	UN	N
